timestamp,temperature,humidity,gas,lux,distance
2023-01-01 00:00:00,2.4724071308417486,18.513292883861965,261.70568373590595,6727.0299420889805,57.19958782835928
2023-01-01 01:00:00,37.04285838459497,54.190094737835814,246.97879907199982,7966.813971913723,
2023-01-01 02:00:00,23.919636508684306,87.29458358764083,906.2545805210367,2504.67898792499,76.01609297901591
2023-01-01 03:00:00,15.919509051822196,73.22248864095612,249.5461998495061,6248.740996069989,15.389990469377368
2023-01-01 04:00:00,-10.638881573453808,80.65611478614497,271.94972612863097,5717.459831437487,14.92494697414739
2023-01-01 05:00:00,-10.640328779827842,65.87833667107174,759.3982624179637,8328.303767882711,26.817436774491334
2023-01-01 06:00:00,-16.514983269908033,69.22765645178525,449.73984245054,9060.870604812606,36.10747263410372
2023-01-01 07:00:00,31.970568746496113,84.91956515653193,776.7105569551812,121.56771477386808,40.84555814084826
2023-01-01 08:00:00,16.066900704592527,24.966800885918595,65.36615756438525,6740.199190587927,67.96972168333453
2023-01-01 09:00:00,22.48435466776273,48.942496364314046,487.5711936733843,518.3579911972902,5.66804321658354
2023-01-01 10:00:00,-18.76493034225185,22.120944181960223,33.613600183282635,5488.586650773559,3.4672704226066386
2023-01-01 11:00:00,38.19459112971966,98.7668007996647,62.65320345535452,2876.327290436782,39.191056294390904
2023-01-01 12:00:00,29.946558448025307,94.40593396866133,906.437453344411,3067.765995221412,69.71636921379805
2023-01-01 13:00:00,-7.259653359303432,3.94268113685059,139.24537111759517,3529.585034523566,19.343534295648258
2023-01-01 14:00:00,-9.090501967573964,70.55751725156884,532.4206822752171,6212.9244904961015,64.15044812562518
2023-01-01 15:00:00,-8.99572940879397,92.52483174156659,411.09560260070657,3340.499656687692,25.982813794029948
2023-01-01 16:00:00,-1.7454654224277348,18.057534512733355,347.3433262588427,7326.990505902804,88.60861088135164
2023-01-01 17:00:00,11.485385897934272,56.79452305526295,899.8333456872724,4045.273855738697,89.56899442666165
2023-01-01 18:00:00,5.9167011185269445,91.54882975880419,21.8233967754895,683.5320030995862,29.72872042813265
2023-01-01 19:00:00,-2.5262515881174856,3.394597858579884,663.789686175589,7837.598424841072,22.99937539632405
2023-01-01 20:00:00,16.71117368334277,69.742026724684,963.3944342135504,2857.58324592706,41.13039720662313
2023-01-01 21:00:00,-11.63036836087749,29.734900737255078,560.168183461842,4327.668795992627,24.05315851801487
2023-01-01 22:00:00,-2.47132108788691,92.43961953765304,936.8224620330918,6854.438832219015,67.23838432917036
2023-01-01 23:00:00,1.9817105976215004,97.10582451653677,52.257879286023766,3324.56157148712,82.60646845482856
2023-01-02 00:00:00,7.364199053022155,94.42664891134339,418.7933190741614,565.8565614671562,67.3092130911217
2023-01-02 01:00:00,27.110557683580815,47.42142166574638,260.15779096205114,,82.43504472493495
2023-01-02 02:00:00,-8.019573070498415,86.20426509893134,730.8209649807297,9444.485826943035,39.69921622074742
2023-01-02 03:00:00,10.854066304816698,84.45493985350704,981.2970904972467,6417.343972985582,15.631697070886085
2023-01-02 04:00:00,15.544874131722551,31.910047324325564,256.5300624442478,6714.791486672069,73.79509473975922
2023-01-02 05:00:00,-17.212975236800137,82.89154741506773,654.1746014740745,6322.821536376398,36.047450514155386
2023-01-02 06:00:00,16.4526911140863,3.700763471549262,198.09763275974012,1989.9213895943678,67.12708252291326
2023-01-02 07:00:00,,59.6269878482053,565.3302545716099,4183.338641022801,27.064394198176565
2023-01-02 08:00:00,-16.096904420883227,23.000883728770305,463.9324866883362,7509.397983633183,8.122963480667266
2023-01-02 09:00:00,,12.056688577727881,972.005329631537,,99.25817954877634
2023-01-02 10:00:00,37.93792198447356,7.695320162920916,608.5272726964665,2778.527760897123,15.620150793059928
2023-01-02 11:00:00,28.503840886987668,69.62887758781397,349.50637208681877,2763.191084658536,98.8420993963481
2023-01-02 12:00:00,-1.7231738495977602,33.98749637680661,114.09578488793338,4320.18927594506,97.72799325664472
2023-01-02 13:00:00,-14.139673159616969,72.47667715287615,151.24682873493455,9803.687409421851,79.38181039080396
2023-01-02 14:00:00,21.053981590729414,6.535634079894237,225.3169299512351,675.0254668382194,65.94229620819976
2023-01-02 15:00:00,6.409149624376077,31.529033783061035,250.966661340298,5187.009943805951,57.78070502510847
2023-01-02 16:00:00,-12.677705909313271,53.949129237533725,850.6160578411378,1793.6468201221046,86.61015453778347
2023-01-02 17:00:00,9.71061460667621,79.07231648389636,561.2227882825249,9706.765454097442,28.943952161948793
2023-01-02 18:00:00,-17.936688733086896,31.875250293206992,523.3909113743664,1133.035047274642,
2023-01-02 19:00:00,34.559224124726924,62.58913764370091,114.76887186921746,4036.0100236159124,61.93899693665019
2023-01-02 20:00:00,-4.473201103998985,88.5977748236187,860.139693349435,7378.849848346062,41.11904758694911
2023-01-02 21:00:00,19.75133706123892,61.58631881823046,722.8143032084837,7045.544280274453,42.7486454090268
2023-01-02 22:00:00,-1.2973354346353432,23.295947475363377,67.66836190000159,4227.2863689393225,33.02846675020844
2023-01-02 23:00:00,11.204081270668649,2.440078155653802,707.8350972297686,3465.2416795271824,56.4231816684536
2023-01-03 00:00:00,12.802616760596777,87.00988739009298,543.538217342646,3976.123785528706,85.0574528015116
2023-01-03 01:00:00,,2.126941085038714,81.72534574677826,2642.7626315863927,20.152837800631286
2023-01-03 02:00:00,38.175077665873516,87.47016726841994,458.30064152865646,2053.329387067998,93.44330387534414
2023-01-03 03:00:00,26.50796940166687,52.8937134027212,484.696287130047,4830.3969755889,68.90876537482296
2023-01-03 04:00:00,36.36993649385135,93.90676985128962,165.77454016327576,2685.3375606760733,82.32732126800302
2023-01-03 05:00:00,33.68964102565893,79.87832357736654,945.6981470002823,2874.616648972501,55.619069263001165
2023-01-03 06:00:00,15.873998728665107,99.79341105333374,849.9753714806619,6567.5606347455705,77.95167014240634
